Source.Name;Marca temporal;Nombre del Encuestador SE1;Nombre de la empresa;1. Tamaño de la empresa:;2. Sector o industria principal de la empresa (seleccione una opción):  ;* Especificar otra industria o sector;3. ¿Qué tipo de perfiles profesionales son los más demandados por su empresa actualmente?  ;* Especificar otro perfil;4. ¿Cuántos puestos de trabajo necesitan cubrir en los próximos 12 meses?   ;5. ¿Cuáles son las principales dificultades que enfrenta para cubrir las vacantes en su empresa?  ;* Especificar otras dificultades;6. ¿Qué proporción de sus trabajadores considera que tiene suficiente formación?;7. ¿En qué medida la falta de personal cualificado cree que afecta al crecimiento de su empresa?  ;8. ¿A su empresa le interesaría realizar programas de formación o programas de inserción laboral?  
SE43 - MARIA LORENA STEMPEL LUDUEÑA (respuestas).xlsx;19/02/2025 10:41;;Bar la abaceria;Micro;Hostelería;;;Camarero ;1-5;Falta de experiencia;;Casi todos;En gran medida;No
SE43 - MARIA LORENA STEMPEL LUDUEÑA (respuestas).xlsx;19/02/2025 11:24;;Cafetería Bemmbe;Pequeña;Hostelería;;Comerciales;;Ninguno;Falta de candidatos cualificados;;Una minoría;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 8:17;;Horno Del Abuelo;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 8:28;;Horno El Empalme;Pequeña;Comercio;;Comerciales;;1-5;Otras *;Los trabajadores no quieren las 8 horas;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 8:39;;Papelería Eva;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 8:45;;Pescadería Sofía ;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Aproximadamente la mitad;Poco;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 9:00;;Frutería José Antonio Durán;Pequeña;Comercio;;Comerciales;;1-5;Otras *;No encuentra ninguna dificultad ;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 9:04;;Carnicería San Jeronimo;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 9:29;;Farmacia Ruiz Davis;Pequeña;Salud;;Técnicos;;1-5;Falta de experiencia;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 9:44;;Hogar Textil Las Niñas;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 9:53;;Droguería Isabel Atalao;Pequeña;Comercio;Droguería y alimentación ;Comerciales;;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 9:59;;Óptica Reina;Pequeña;Salud;;Otro *;Óptico optometrista;Ninguno;Otras *;Pocos trabajadores cualificados ;Aproximadamente la mitad;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 10:05;;Frutas Juan ;Pequeña;Comercio;Frutas y verdura ;Otro *;Dependientes;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 10:12;;Librería July;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 10:20;;Emilio López ;Pequeña;Comercio;Alimentación ;Comerciales;;Ninguno;Falta de experiencia;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 10:36;;Farmacia Arenas Gordillo C.B.;Pequeña;Salud;;Técnicos;Farmacéuticos y de limpieza ;Ninguno;Otras *;Ganas de trabajar (no les gusta el horario);Aproximadamente la mitad;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 10:45;;Frutería la Traviesa;Pequeña;Comercio;Alimentación ;Comerciales;;Ninguno;Competencia salarial;;Una minoría;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 10:52;;Supermercado Arofe;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 10:59;;Inmobiliaria Alva Ross Traviesa;Pequeña;Servicios;Inmobiliario ;Comerciales;Administrativo;1-5;Otras *;Ganas de trabajar;Una minoría;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 11:05;;Mopan S.L.;Pequeña;Comercio;Alimentación ;Otro *;Ninguno;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 11:18;;Alimentación La Estación ;Pequeña;Comercio;Alimentación ;Otro *;Ninguno, no tiene empleados;Ninguno;Otras *;Ninguna dificultad, no tiene empleados;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 11:29;;Coinsada España SL;Pequeña;Otros *;Construcción ;Técnicos;Oficial de albañilería ;1-5;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 11:35;;Mapfre;Pequeña;Servicios;;Administrativos;;Ninguno;Competencia salarial;;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 11:42;;Traviesos;Pequeña;Servicios;Peluquería canina;Otro *;Especialistas;Ninguno;Falta de candidatos cualificados, Falta de experiencia;;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 11:52;;Cervecería El Puerto;Pequeña;Hostelería;;Otro *;Camareros;1-5;Falta de experiencia, Otras *;Ganas de trabajar ;La mayoría;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 11:58;;Horno El Empalme;Pequeña;Comercio;Alimentación ;Otro *;Ninguno;Ninguno;Otras *;No tiene empleados;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 12:07;;Eurotex San Jerónimo ;Pequeña;Comercio;;Otro *;Ninguno;Ninguno;Falta de experiencia;;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 12:12;;Tecnocasa;Pequeña;Servicios;;Comerciales;;1-5;Falta de candidatos cualificados;;La mayoría;Poco;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 12:21;;Eduardo David Rodriguez Comesaña;Pequeña;Salud;Optica;Comerciales;;1-5;Falta de experiencia;;Una minoría;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 12:30;;La Parra;Pequeña;Hostelería;;Otro *;Camareros;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 12:49;;Limpieza en seco del sur;Pequeña;Servicios;;Otro *;No necesita empleados ;Ninguno;Falta de candidatos cualificados;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 12:57;;Cristalería el Monasterio;Pequeña;Servicios;;Otro *;No necesita empleados;Ninguno;Otras *;No necesita empleados;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 13:03;;Virtumi S.L.;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de experiencia;;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 13:27;;Marina Modas;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Aproximadamente la mitad;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 13:47;;Frutería San Jerónimo ;Pequeña;Comercio;Alimentación ;Comerciales;;1-5;Otras *;Pagar muchos impuestos;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 13:53;;Congelados Blanco;Pequeña;Comercio;;Comerciales;;1-5;Competencia salarial;;Una minoría;En cierta medida;Sí
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 13:58;;Ferretería San Jerónimo ;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;La mayoría;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;18/02/2025 14:34;;Volcano Café Bar;Pequeña;Hostelería;;Otro *;Camareros ;1-5;Falta de candidatos cualificados;;Aproximadamente la mitad;En gran medida;Sí
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 10:34;;Mercadillo Manuel y Lucía ;Pequeña;Comercio;;Comerciales;;Ninguno;Otras *;No necesitan empleados. Empresa familiar ;Casi todos;En cierta medida;Sí
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 10:45;;Óptica y  Ortopedia Cerquera;Pequeña;Salud;;Técnicos;;1-5;Competencia salarial;;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 11:00;;Estación de Servicio  San Jerónimo ;Pequeña;Servicios;;Otro *;Expendedor/dependiete;Ninguno;Falta de experiencia;;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 11:06;;Farmacia El Santo ;Pequeña;Salud;;Técnicos;;1-5;Falta de candidatos cualificados, Competencia salarial;;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 11:13;;Ortopedia  Hispalis;Pequeña;Salud;;Técnicos;;Ninguno;Competencia salarial;;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 11:20;;ZNTZONE TECHNOLOGY;Pequeña;Tecnología;;Técnicos;;Ninguno;Competencia salarial;;Casi todos;En cierta medida;Sí
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 11:26;;Tienda Ramòn;Pequeña;Comercio;Alimentación ;Comerciales;;Ninguno;Competencia salarial;;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 11:49;;Alsara Express;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;En cierta medida;Sí
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 11:54;;Frutas Juan Santana;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 12:04;;Frutería El Desavío;Micro;Comercio;;Otro *;Empresa familiar;Ninguno;Competencia salarial;;Casi todos;Poco;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 12:38;;Autotecnic Sevilla;Mediana;Servicios;;Otro *;Mecánicos;Ninguno;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;Sin ganas de trabajar;Una minoría;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 12:56;;Talleres R. Cruz;Mediana;Servicios;;Otro *;Mecánicos ;1-5;Falta de candidatos cualificados, Competencia salarial;;Aproximadamente la mitad;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 13:16;;Sangeplas;Pequeña;Comercio;;Otro *;Operarios;Ninguno;Falta de candidatos cualificados;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 13:24;;La Carretería;Pequeña;Hostelería;;Otro *;Camareros;Ninguno;Otras *;Hace tiempo que no contratan a nadie;Casi todos;Poco;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 13:35;;Taller Sanauto;Pequeña;Servicios;Mecánicos/ Chapa y Pintura;Otro *;Mecánicos / chapistas;1-5;Falta de candidatos cualificados;;La mayoría;En gran medida;Sí
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 14:26;;ARN LIVE;Pequeña;Servicios;;Técnicos;;1-5;Falta de candidatos cualificados;;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;19/02/2025 15:25;;Alimentación  Arcoíris ;Pequeña;Comercio;;Comerciales;No necesita trabajadores;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 8:30;;Alimentación La Estación ;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 8:38;;Desavío Las Hermanas;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 8:45;;Fermín Pérez Serrano;Pequeña;Hostelería;;Otro *;Camareros;Ninguno;Competencia salarial;;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 9:03;;Cafetería Maraver ;Pequeña;Hostelería;;Otro *;Camareros;1-5;Competencia salarial, Falta de experiencia;;La mayoría;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 9:40;;Alimentación Anca La Leti;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;Poco;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 9:45;;Farmacia Yago Salas;Pequeña;Salud;;Técnicos;;Ninguno;Competencia salarial;;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 9:58;;Clínica Veterinaria San Jerónimo ;Pequeña;Salud;;Otro *;Sanitarios ;Ninguno;Otras *;No necesita empleados ;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 11:01;;Dia;Mediana;Comercio;;Otro *;Cajeros/reponedor;Ninguno;Competencia salarial;;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 11:09;;Bar  Rogelio;Pequeña;Hostelería;;Otro *;Camareros/cocineros;1-5;Competencia salarial;;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 11:21;;Alimentación El Cruce;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 12:01;;DE TODO UN POCO;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 12:11;;Club  Deportivo El Empalme;Pequeña;Otros *;Ocio  y deporte;Técnicos;;Ninguno;Competencia salarial;;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 12:41;;Venta las flores;Pequeña;Hostelería;;Otro *;Camareros ;Ninguno;Competencia salarial;;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 12:54;;Bar Casa Lola;Pequeña;Hostelería;;Otro *;Camareros ;Ninguno;Competencia salarial;;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 13:09;;Talleres Alfonso Soriano;Pequeña;Servicios;;Otro *;Mecánicos y chapistas;Ninguno;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;;Casi todos;En gran medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 13:14;;ISS Facility Services;Grande;Servicios;;Técnicos;;1-5;Falta de candidatos cualificados;;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 13:38;;Blanco Peluqueria y Estética ;Pequeña;Servicios;Belleza;Otro *;Peluqueras/esteticista;Ninguno;Competencia salarial;;Casi todos;En cierta medida;No
SE44 - EULALIA FONBELLA SALAS (respuestas).xlsx;20/02/2025 15:29;;Beauty Center SIDDHARTHA;Pequeña;Otros *;Belleza;Técnicos;;1-5;Falta de candidatos cualificados, Falta de experiencia, Otras *;Ganas de trabajar ;Una minoría;En gran medida;Sí
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 11:21;;Movistar ;Grande;Comercio;;Comerciales;;1-5;Falta de candidatos cualificados;;Casi todos;Poco;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 11:27;;;Pequeña;Salud;;Administrativos;;1-5;Otras *;;La mayoría;Poco;Sí
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 11:33;;Estanco n. 122;Grande;Comercio;;Comerciales;;1-5;Otras *;Ninguna ;Casi todos;Nada;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 11:38;;Ventas cortizo;Pequeña;Otros *;Fabricantes ;Administrativos;;1-5;Falta de experiencia;;Casi todos;Nada;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 11:44;;República 38 living room;Micro;Comercio;;Otro *;Dependientes;1-5;Falta de candidatos cualificados;;Casi todos;Nada;Sí
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 11:48;;;Pequeña;Salud;;Otro *;Médicos ;Ninguno;Otras *;Ninguna ;Casi todos;Nada;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 11:52;;Flow training ;Pequeña;Salud;;Otro *;Entrenadores;1-5;Otras *;Ninguna ;Casi todos;Nada;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 11:55;;Gift nails ;Micro;Servicios;;Otro *;Dependientes ;Ninguno;Otras *;Ninguna ;Casi todos;Nada;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 12:14;;Loteria ;Pequeña;Comercio;;Comerciales;;Ninguno;Otras *;Niguna;Casi todos;Nada;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 12:18;;Tropicalia travel;Pequeña;Turismo;;Otro *;En turismo;Ninguno;Falta de experiencia;Ninguna ;Casi todos;Nada;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 12:22;;Myes;Micro;Otros *;Formación ;Otro *;Profesores;1-5;Falta de candidatos cualificados;;Casi todos;En cierta medida;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 12:26;;Ivc ingenieria y arquitectura ;Pequeña;Servicios;;Otro *;Arquitesros/ingenieros;Ninguno;Otras *;Ninguna;Casi todos;Poco;Sí
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 12:29;;Bolopapa;Mediana;Comercio;;Comerciales;;1-5;Falta de experiencia;;Casi todos;Poco;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 12:36;;Agc fisioterapia;Pequeña;Salud;;Otro *;Fisioterapeutas;Ninguno;Otras *;Ninguna;Casi todos;Poco;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 12:49;;Javier López Cano Notario ;Pequeña;Servicios;;Administrativos;;Ninguno;Otras *;Ninguna ;Casi todos;Nada;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 12:52;;Agencia de viajes El Gorte Inglés ;Grande;Turismo;;Comerciales;;Ninguno;Falta de candidatos cualificados, Falta de experiencia;;Casi todos;Poco;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 12:57;;Gilmar inmobiliaria ;Grande;Otros *;Inmobiliaria ;Otro *;Inmobiliaria ;Ninguno;Falta de candidatos cualificados;;La mayoría;En cierta medida;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 13:07;;Ginos;Grande;Hostelería;;Otro *;Camareros;1-5;Falta de candidatos cualificados;;La mayoría;En cierta medida;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 13:10;;Vips ;Grande;Hostelería;;Otro *;Camareros ;1-5;Competencia salarial;;La mayoría;Poco;Sí
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 13:55;;Cortefiel ;Grande;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados, Otras *;Motivacion;Casi todos;En gran medida;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;19/02/2025 13:59;;Copicentro;Mediana;Servicios;;Técnicos;;Ninguno;Falta de candidatos cualificados;;Casi todos;En cierta medida;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 9:06;;Peña betica los remedios ;Pequeña;Hostelería;;Otro *;Camareros ;6-10;Falta de candidatos cualificados, Falta de experiencia;;La mayoría;En gran medida;Sí
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 9:15;;Kiosko ;Micro;Hostelería;;Otro *;Dependientes ;Ninguno;Otras *;Ninguna ;Casi todos;Nada;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 9:23;;Albida;Pequeña;Salud;;Otro *;Especialista de la salud ;Ninguno;Falta de candidatos cualificados;;La mayoría;Nada;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 9:29;;;;Otros *;Seguros;Administrativos;;Ninguno;Otras *;Ninguna ;Casi todos;Nada;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 9:50;;Dirmann Möbel & küchen;Mediana;Comercio;;Otro *;Diseñadores ;Ninguno;Falta de experiencia;;La mayoría;En gran medida;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 9:53;;Nova ventana;Pequeña;Comercio;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;Nada;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 9:58;;Luján cocinas ;Pequeña;Comercio;;Técnicos;;Ninguno;Otras *;Ninguna ;Casi todos;En gran medida;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 10:17;;Pelayo ;Grande;Otros *;Seguros ;Administrativos;;Ninguno;Falta de candidatos cualificados, Falta de experiencia;;Casi todos;En cierta medida;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 10:20;;Clínica dental Miguel Jerez ;Pequeña;Salud;;Otro *;Odontologos;1-5;Falta de candidatos cualificados;;Casi todos;En gran medida;Sí
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 11:24;;Academia ufp;Pequeña;Otros *;Formación ;Técnicos;;1-5;Falta de candidatos cualificados;;La mayoría;Poco;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 11:35;;Clínica dental doctor castro;Pequeña;Salud;;Otro *;Dentista ;1-5;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 11:45;;Caser acierta hogar ;Grande;Otros *;Construccion;Técnicos;;Ninguno;Otras *;Ninguna ;Casi todos;Poco;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 11:51;;Cafe Orleans ;Pequeña;Hostelería;;Otro *;Camareros ;1-5;Competencia salarial, Otras *;Ninguna ;La mayoría;Nada;Sí
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 11:59;;Descuento global ;Pequeña;Comercio;;Otro *;Dependientes ;Ninguno;Otras *;Ninguna ;Casi todos;Poco;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 12:09;;Vanessa Marín ;Pequeña;Salud;;Otro *;Esteticistas;1-5;Falta de candidatos cualificados, Falta de experiencia;;Casi todos;En cierta medida;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 12:18;;Ventra;Micro;Otros *;Carpinteria ;Otro *;Técnicos instaladores ;1-5;Falta de candidatos cualificados;;Aproximadamente la mitad;En gran medida;Sí
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 12:23;;Cex;Grande;Comercio;;Comerciales;;1-5;Otras *;Motivacion ;Casi todos;Poco;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 12:28;;Panadería natanael;Pequeña;Comercio;;Otro *;Dependientes ;1-5;Falta de experiencia;;Aproximadamente la mitad;En cierta medida;Sí
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 12:38;;Ratatouille cheesecake;Pequeña;Hostelería;;Otro *;Pasteleros;Más de 10;Otras *;Ninguna ;Casi todos;Nada;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 12:44;;Aromas ;Grande;Comercio;;Otro *;Dependientes ;Ninguno;Otras *;Ninguna ;Casi todos;Poco;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 13:07;;Pepe pinreles;Mediana;Comercio;;Comerciales;;1-5;Falta de candidatos cualificados;;Casi todos;Nada;Sí
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 13:14;;Gocco;Mediana;Comercio;;Técnicos;;1-5;Otras *;Ninguna ;Casi todos;En gran medida;No
SE45 - BEATRIZ OLIVA BENITEZ (respuestas).xlsx;20/02/2025 13:37;;La jaboteca;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;Una minoría;En cierta medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 10:33;;Papeleria caura;Micro;Servicios;;Comerciales;;Ninguno;Competencia salarial;;Una minoría;Poco;Sí
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 10:42;;Stoyco miendo;Micro;Comercio;;Comerciales;;1-5;Falta de experiencia;;Aproximadamente la mitad;En cierta medida;Sí
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 10:49;;Cafeteria galan;Pequeña;Hostelería;;Comerciales;;1-5;Falta de experiencia;;Casi todos;En gran medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 10:53;;Diaz cadenas;Grande;Comercio;;Otro *;Dependientes;Ninguno;Otras *;;Aproximadamente la mitad;En cierta medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 11:01;;Supermercados dia;Grande;Comercio;;Comerciales;;1-5;Otras *;;La mayoría;Nada;Sí
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 11:09;;Azulejos lopez moreno;Mediana;Comercio;;Comerciales;;Ninguno;Otras *;Gente del sector;Una minoría;En gran medida;Sí
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 11:18;;Instalaciones hipicas el molino;;Comercio;;Comerciales;;1-5;Falta de experiencia;;La mayoría;En cierta medida;No
